ID,STIX ID,name,description,url,created,last modified,domain,version,contributors,platforms,aliases,type,relationship citations
S0382,malware--aae22730-e571-4d17-b037-65f2a3e26213,ServHelper,[ServHelper](https://attack.mitre.org/software/S0382) is a backdoor first observed in late 2018. The backdoor is written in Delphi and is typically delivered as a DLL file.(Citation: Proofpoint TA505 Jan 2019),https://attack.mitre.org/software/S0382,29 May 2019,14 April 2023,enterprise-attack,1.2,,Windows,,malware,"(Citation: Deep Instinct TA505 Apr 2019),(Citation: Trend Micro TA505 June 2019),(Citation: Proofpoint TA505 Jan 2019),(Citation: Cybereason TA505 April 2019),,(Citation: Deep Instinct TA505 Apr 2019),(Citation: Trend Micro TA505 June 2019),(Citation: Proofpoint TA505 Jan 2019)"
S0639,malware--f931a0b9-0361-4b1b-bacf-955062c35746,Seth-Locker,"[Seth-Locker](https://attack.mitre.org/software/S0639) is a ransomware with some remote control capabilities that has been in use since at least 2021.
(Citation: Trend Micro Ransomware February 2021)",https://attack.mitre.org/software/S0639,13 August 2021,13 October 2021,enterprise-attack,1.0,,Windows,,malware,",,(Citation: Trend Micro Ransomware February 2021)"
S0596,malware--ec9e00dd-0313-4d5b-8105-c20aa47abffc,ShadowPad,"[ShadowPad](https://attack.mitre.org/software/S0596) is a modular backdoor that was first identified in a supply chain compromise of the NetSarang software in mid-July 2017. The malware was originally thought to be exclusively used by [APT41](https://attack.mitre.org/groups/G0096), but has since been observed to be used by various Chinese threat activity groups. (Citation: Recorded Future RedEcho Feb 2021)(Citation: Securelist ShadowPad Aug 2017)(Citation: Kaspersky ShadowPad Aug 2017) ",https://attack.mitre.org/software/S0596,23 March 2021,26 March 2023,enterprise-attack,1.2,,Windows,POISONPLUG.SHADOW,malware,"(Citation: TrendMicro EarthLusca 2022),(Citation: FireEye APT41 Aug 2019),(Citation: Kaspersky CactusPete Aug 2020),(Citation: Recorded Future RedEcho Feb 2021),(Citation: Crowdstrike HuntReport 2022),,(Citation: Securelist ShadowPad Aug 2017),(Citation: Kaspersky ShadowPad Aug 2017),(Citation: TrendMicro EarthLusca 2022),(Citation: FireEye APT41 Aug 2019)"
S0140,malware--8901ac23-6b50-410c-b0dd-d8174a86f9b3,Shamoon,"[Shamoon](https://attack.mitre.org/software/S0140) is wiper malware that was first used by an Iranian group known as the ""Cutting Sword of Justice"" in 2012. Other versions known as Shamoon 2 and Shamoon 3 were observed in 2016 and 2018. [Shamoon](https://attack.mitre.org/software/S0140) has also been seen leveraging [RawDisk](https://attack.mitre.org/software/S0364) and Filerase to carry out data wiping tasks. Analysis has linked [Shamoon](https://attack.mitre.org/software/S0140) with [Kwampirs](https://attack.mitre.org/software/S0236) based on multiple shared artifacts and coding patterns.(Citation: Cylera Kwampirs 2022) The term Shamoon is sometimes used to refer to the group using the malware as well as the malware itself.(Citation: Palo Alto Shamoon Nov 2016)(Citation: Unit 42 Shamoon3 2018)(Citation: Symantec Shamoon 2012)(Citation: FireEye Shamoon Nov 2016)",https://attack.mitre.org/software/S0140,31 May 2017,08 February 2024,enterprise-attack,2.2,,Windows,Disttrack,malware,",,(Citation: FireEye Shamoon Nov 2016),(Citation: McAfee Shamoon December 2018),(Citation: Symantec Shamoon 2012),(Citation: Palo Alto Shamoon Nov 2016),(Citation: Unit 42 Shamoon3 2018),(Citation: McAfee Shamoon December19 2018)"
S1019,malware--99854cc8-f202-4e03-aa0a-4f8a4af93229,Shark,[Shark](https://attack.mitre.org/software/S1019) is a backdoor malware written in C# and .NET that is an updated version of [Milan](https://attack.mitre.org/software/S1015); it has been used by [HEXANE](https://attack.mitre.org/groups/G1001) since at least July 2021.(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021),https://attack.mitre.org/software/S1019,10 June 2022,11 April 2024,enterprise-attack,1.1,,Windows,,malware,"(Citation: Accenture Lyceum Targets November 2021),(Citation: Kaspersky Lyceum October 2021),,(Citation: Accenture Lyceum Targets November 2021),(Citation: ClearSky Siamesekitten August 2021)"
S1089,malware--1fefb062-feda-484a-8f10-0cebf65e20e3,SharpDisco,[SharpDisco](https://attack.mitre.org/software/S1089) is a dropper developed in C# that has been used by [MoustachedBouncer](https://attack.mitre.org/groups/G1019) since at least 2020 to load malicious plugins.(Citation: MoustachedBouncer ESET August 2023),https://attack.mitre.org/software/S1089,26 September 2023,26 September 2023,enterprise-attack,1.0,,Windows,,malware,"(Citation: MoustachedBouncer ESET August 2023),,(Citation: MoustachedBouncer ESET August 2023)"
S0546,malware--0ba9281c-93fa-4b29-8e9e-7ef918c7b13a,SharpStage,[SharpStage](https://attack.mitre.org/software/S0546) is a .NET malware with backdoor capabilities.(Citation: Cybereason Molerats Dec 2020)(Citation: BleepingComputer Molerats Dec 2020),https://attack.mitre.org/software/S0546,22 December 2020,18 August 2021,enterprise-attack,1.1,,Windows,,malware,"(Citation: Cybereason Molerats Dec 2020),,(Citation: BleepingComputer Molerats Dec 2020),(Citation: Cybereason Molerats Dec 2020)"
S0444,malware--5763217a-05b6-4edd-9bca-057e47b5e403,ShimRat,"[ShimRat](https://attack.mitre.org/software/S0444) has been used by the suspected China-based adversary [Mofang](https://attack.mitre.org/groups/G0103) in campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development. The name ""[ShimRat](https://attack.mitre.org/software/S0444)"" comes from the malware's extensive use of Windows Application Shimming to maintain persistence. (Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/software/S0444,12 May 2020,29 May 2020,enterprise-attack,1.0,,Windows,,malware,",,(Citation: FOX-IT May 2016 Mofang)"
S0445,tool--115f88dd-0618-4389-83cb-98d33ae81848,ShimRatReporter,"[ShimRatReporter](https://attack.mitre.org/software/S0445) is a tool used by suspected Chinese adversary [Mofang](https://attack.mitre.org/groups/G0103) to automatically conduct initial discovery. The details from this discovery are used to customize follow-on payloads (such as [ShimRat](https://attack.mitre.org/software/S0444)) as well as set up faux infrastructure which mimics the adversary's targets. [ShimRatReporter](https://attack.mitre.org/software/S0445) has been used in campaigns targeting multiple countries and sectors including government, military, critical infrastructure, automobile, and weapons development.(Citation: FOX-IT May 2016 Mofang)",https://attack.mitre.org/software/S0445,12 May 2020,27 May 2020,enterprise-attack,1.0,,Windows,,tool,",,(Citation: FOX-IT May 2016 Mofang)"
S0589,malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,Sibot,[Sibot](https://attack.mitre.org/software/S0589) is dual-purpose malware written in VBScript designed to achieve persistence on a compromised system as well as download and execute additional payloads. Microsoft discovered three [Sibot](https://attack.mitre.org/software/S0589) variants in early 2021 during its investigation of [APT29](https://attack.mitre.org/groups/G0016) and the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024).(Citation: MSTIC NOBELIUM Mar 2021),https://attack.mitre.org/software/S0589,12 March 2021,27 March 2023,enterprise-attack,1.1,,Windows,,malware,"(Citation: Secureworks IRON RITUAL Profile),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: MSTIC Nobelium Toolset May 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: MSTIC NOBELIUM Mar 2021)"
S0610,malware--df4cd566-ff2f-4d08-976d-8c86e95782de,SideTwist,[SideTwist](https://attack.mitre.org/software/S0610) is a C-based backdoor that has been used by [OilRig](https://attack.mitre.org/groups/G0049) since at least 2021.(Citation: Check Point APT34 April 2021),https://attack.mitre.org/software/S0610,06 May 2021,13 October 2021,enterprise-attack,1.0,,Windows,,malware,"(Citation: Check Point APT34 April 2021),,(Citation: Check Point APT34 April 2021)"
S0623,malware--4fbd565b-bf55-4ac7-80b4-b183a7b64b9c,Siloscape,[Siloscape](https://attack.mitre.org/software/S0623) is malware that targets Kubernetes clusters through Windows containers. [Siloscape](https://attack.mitre.org/software/S0623) was first observed in March 2021.(Citation: Unit 42 Siloscape Jun 2021),https://attack.mitre.org/software/S0623,18 June 2021,18 October 2021,enterprise-attack,1.0,"Daniel Prizmant, Palo Alto Networks; Yuval Avrahami, Palo Alto Networks","Containers, Windows",,malware,",,(Citation: Unit 42 Siloscape Jun 2021)"
S0007,malware--89f63ae4-f229-4a5c-95ad-6f22ed2b5c49,Skeleton Key,[Skeleton Key](https://attack.mitre.org/software/S0007) is malware used to inject false credentials into domain controllers with the intent of creating a backdoor password. (Citation: Dell Skeleton) Functionality similar to [Skeleton Key](https://attack.mitre.org/software/S0007) is included as a module in [Mimikatz](https://attack.mitre.org/software/S0002).,https://attack.mitre.org/software/S0007,31 May 2017,06 February 2024,enterprise-attack,1.2,,Windows,,malware,"(Citation: Secureworks BRONZE FLEETWOOD Profile),,(Citation: Dell Skeleton)"
S0468,malware--4b68b5ea-2e1b-4225-845b-8632f702b9a0,Skidmap,[Skidmap](https://attack.mitre.org/software/S0468) is a kernel-mode rootkit used for cryptocurrency mining.(Citation: Trend Micro Skidmap),https://attack.mitre.org/software/S0468,09 June 2020,11 April 2024,enterprise-attack,1.1,,Linux,,malware,",,(Citation: Trend Micro Skidmap)"
S0633,tool--11f8d7eb-1927-4806-9267-3a11d4d4d6be,Sliver,"[Sliver](https://attack.mitre.org/software/S0633) is an open source, cross-platform, red team command and control framework written in Golang.(Citation: Bishop Fox Sliver Framework August 2019)",https://attack.mitre.org/software/S0633,30 July 2021,11 April 2024,enterprise-attack,1.2,"Achute Sharma, Keysight; Ayan Saha, Keysight","Linux, Windows, macOS",,tool,"(Citation: Microsoft Ransomware as a Service),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: Secureworks IRON HEMLOCK Profile),(Citation: Cisco Talos Avos Jun 2022),(Citation: Cybersecurity Advisory SVR TTP May 2021),(Citation: GitHub Sliver File System August 2021),(Citation: GitHub Sliver Ifconfig),(Citation: GitHub Sliver Netstat),(Citation: GitHub Sliver Encryption),(Citation: GitHub Sliver Screen),(Citation: GitHub Sliver Upload),(Citation: GitHub Sliver C2 DNS),(Citation: GitHub Sliver C2),(Citation: Bishop Fox Sliver Framework August 2019),(Citation: GitHub Sliver HTTP),(Citation: GitHub Sliver Download)"
S1035,malware--ff41b9b6-4c1d-407b-a7e2-835109c8dbc5,Small Sieve,"[Small Sieve](https://attack.mitre.org/software/S1035) is a Telegram Bot API-based Python backdoor that has been distributed using a Nullsoft Scriptable Install System (NSIS) Installer; it has been used by [MuddyWater](https://attack.mitre.org/groups/G0069) since at least January 2022.(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: NCSC GCHQ Small Sieve Jan 2022)

Security researchers have also noted [Small Sieve](https://attack.mitre.org/software/S1035)'s use by UNC3313, which may be associated with [MuddyWater](https://attack.mitre.org/groups/G0069).(Citation: Mandiant UNC3313 Feb 2022)",https://attack.mitre.org/software/S1035,16 August 2022,14 October 2022,enterprise-attack,1.0,,Windows,GRAMDOOR,malware,"(Citation: NCSC GCHQ Small Sieve Jan 2022),(Citation: DHS CISA AA22-055A MuddyWater February 2022),,(Citation: NCSC GCHQ Small Sieve Jan 2022),(Citation: DHS CISA AA22-055A MuddyWater February 2022)"
S0226,malware--0c824410-58ff-49b2-9cf2-1c96b182bdf0,Smoke Loader,"[Smoke Loader](https://attack.mitre.org/software/S0226) is a malicious bot application that can be used to load other malware.
[Smoke Loader](https://attack.mitre.org/software/S0226) has been seen in the wild since at least 2011 and has included a number of different payloads. It is notorious for its use of deception and self-protection. It also comes with several plug-ins. (Citation: Malwarebytes SmokeLoader 2016) (Citation: Microsoft Dofoil 2018)",https://attack.mitre.org/software/S0226,18 April 2018,11 April 2024,enterprise-attack,1.3,,Windows,Dofoil,malware,",,(Citation: Microsoft Dofoil 2018),(Citation: Malwarebytes SmokeLoader 2016),(Citation: Talos Smoke Loader July 2018)"
S1086,malware--4327aff5-f194-440c-b499-4d9730cc1eab,Snip3,"[Snip3](https://attack.mitre.org/software/S1086) is a sophisticated crypter-as-a-service that has been used since at least 2021 to obfuscate and load numerous strains of malware including [AsyncRAT](https://attack.mitre.org/software/S1087), [Revenge RAT](https://attack.mitre.org/software/S0379), [Agent Tesla](https://attack.mitre.org/software/S0331), and [NETWIRE](https://attack.mitre.org/software/S0198).(Citation: Morphisec Snip3 May 2021)(Citation: Telefonica Snip3 December 2021)",https://attack.mitre.org/software/S1086,13 September 2023,10 October 2023,enterprise-attack,1.0,Aaron Jornet,Windows,,malware,"(Citation: Morphisec Snip3 May 2021),(Citation: Proofpoint TA2541 February 2022),,(Citation: Telefonica Snip3 December 2021),(Citation: Morphisec Snip3 May 2021)"
S1124,malware--5911d2ca-64f6-49b3-b94f-29b5d185085c,SocGholish,"[SocGholish](https://attack.mitre.org/software/S1124) is a JavaScript-based loader malware that has been used since at least 2017. It has been observed in use against multiple sectors globally for initial access, primarily through drive-by-downloads masquerading as software updates. SocGholish is operated by [Mustard Tempest](https://attack.mitre.org/groups/G1020) and its access has been sold to groups including [Indrik Spider](https://attack.mitre.org/groups/G0119) for downloading secondary RAT and ransomware payloads.(Citation: SentinelOne SocGholish Infrastructure November 2022)(Citation: SocGholish-update)(Citation: Red Canary SocGholish March 2024)(Citation: Secureworks Gold Prelude Profile) ",https://attack.mitre.org/software/S1124,22 March 2024,06 April 2024,enterprise-attack,1.0,,Windows,FakeUpdates,malware,"(Citation: Microsoft Ransomware as a Service),(Citation: SocGholish-update),(Citation: Secureworks Gold Prelude Profile),,(Citation: Red Canary SocGholish March 2024),(Citation: Secureworks Gold Prelude Profile),(Citation: SocGholish-update),(Citation: SentinelOne SocGholish Infrastructure November 2022)"
S0273,malware--e494ad79-37ee-4cd0-866b-299c521d8b94,Socksbot,[Socksbot](https://attack.mitre.org/software/S0273) is a backdoor that  abuses Socket Secure (SOCKS) proxies. (Citation: TrendMicro Patchwork Dec 2017),https://attack.mitre.org/software/S0273,17 October 2018,30 March 2020,enterprise-attack,1.1,,Windows,,malware,",,(Citation: TrendMicro Patchwork Dec 2017)"
S0627,malware--94d6d788-07bb-4dcc-b62f-e02626b00108,SodaMaster,[SodaMaster](https://attack.mitre.org/software/S0627) is a fileless malware used by [menuPass](https://attack.mitre.org/groups/G0045) to download and execute payloads since at least 2020.(Citation: Securelist APT10 March 2021),https://attack.mitre.org/software/S0627,21 June 2021,11 October 2021,enterprise-attack,1.0,,Windows,"DARKTOWN, DelfsCake, dfls",malware,"(Citation: Securelist APT10 March 2021),,(Citation: Securelist APT10 March 2021)"
S0615,malware--425771c5-48b4-4ecd-9f95-74ed3fc9da59,SombRAT,"[SombRAT](https://attack.mitre.org/software/S0615) is a modular backdoor written in C++ that has been used since at least 2019 to download and execute malicious payloads, including [FIVEHANDS](https://attack.mitre.org/software/S0618) ransomware.(Citation: BlackBerry CostaRicto November 2020)(Citation: FireEye FiveHands April 2021)(Citation: CISA AR21-126A FIVEHANDS May 2021)",https://attack.mitre.org/software/S0615,26 May 2021,05 October 2022,enterprise-attack,1.2,,Windows,,malware,",(Citation: BlackBerry CostaRicto November 2020),(Citation: FireEye FiveHands April 2021),(Citation: BlackBerry CostaRicto November 2020),(Citation: CISA AR21-126A FIVEHANDS May 2021)"
S0516,malware--e33e4603-afab-402d-b2a1-248d435b5fe0,SoreFang,[SoreFang](https://attack.mitre.org/software/S0516) is first stage downloader used by [APT29](https://attack.mitre.org/groups/G0016) for exfiltration and to load other malware.(Citation: NCSC APT29 July 2020)(Citation: CISA SoreFang July 2016),https://attack.mitre.org/software/S0516,29 September 2020,06 October 2020,enterprise-attack,1.0,,Windows,,malware,"(Citation: CISA SoreFang July 2016),(Citation: NCSC APT29 July 2020),,(Citation: CISA SoreFang July 2016),(Citation: NCSC APT29 July 2020)"
